외국어연수평가원,중국어듣는사람,0,"['나 저번 여름에 들음!', '빡쎄지만 수료 못한 사람은 없다고 들음!', '같이 들었던 친구한테 ㅋㅋ']"
팟캐스트 출연자 분을 구합니다!,"안녕하세요. 한국외대 인액터스 차이팟 팀에서 팟캐스트에 출연하실 중국인을 찾습니다🙌🏻

차이팟은 중국 이주민에 대한 편견을 해소하기 위한 팟캐스트 프로젝트입니다.
대중들이 중국에 가지는 편견을 해소하는데 기여하고 싶으신 분, 중국의 문화를 알려주실 분, 본인의 경험을 나눠주실 분, 팟캐스트 출연에 관심이 있으신 분 🙋🏻‍♂️🙋🏻‍♀️

📍소요 시간: 총 1-2시간
📍페이: 시간 당 10,000원

간단한 사전 인터뷰가 이루어지며, 이후 하나의 팟캐스트 에피소드에 게스트로 참여하여 차이팟 내 2명의 MC와 함께 녹음을 하게 됩니다.
장소는 논의 중이며, 서울 내 녹음실에서 진행될 예정입니다.

* 차이팟 팟캐스트는 팟빵과 네이버 오디오클립을 통해 매주 월, 목 오전 8시 업로드 중입니다.

관심 있으신 분들은 @chai.pod 인스타그램 / 혹은 010-5730-3837 로 연락 부탁드립니다.",0,['이시국에 고생이 많으시네요']
우리학교 또 아쉬운점,"다른 언어권은 잘 모르겠는데 영미권 유명 대학들이나 주립대들이랑 학교차원에서의 교류, 교환 프로그램이 아쉬운 수준인것 같아.
영미권 유명 대학들 여기저기 알아보다 보면 학부 레벨에서든 대학원 레벨에서든 한국을 포함한 여러국가들에 있는 대학들이랑 어떤 식으로든 교류협력관계를 맺고 있는데 고대, 연대가 이 방면으로도 압도적이고, 솔직히 우리가 이 두학교 말고도 다른 학교들에 비해서 앞서지도 못한다는 생각 들어.

물론 우리학교가 협력관계에 있는 University of Delaware 이나 SUNY Stony Brook도 좋은 미국 주립대들이긴 하지만 더 많은 대학들이랑 포괄적으로 교류 협력 맺을 필요가 있다고 봄.
특히 연대는 보면 언더우드 학부&대학원 내세워서 해외대학이랑 공격적으로 교류협력 하던데 우리도 확실하게 내세우고 홍보할 수 있는 국제교류 관련 이니셔티브가 있어야된다고 느껴.

그리고 영미권 뿐만 아니라 일본, 중국 외국어대학교들이랑도 같은 외대라는 점, 외국어,외국학을 전문으로 하는 대학이라는점을 적극적으로 어필해서 한중일 외국어대학 교류프로그램(?)같은것도 추진할만한 가치가 있을것 같고.

전반적으로 우리학교 해외교류가 활성화 되어있는것도 많고 이미 홍보를 많이 하고 있는것도 맞는데 좀더 확실하고 구체적으로 내세우고 홍보하고 어필할 수 있을 만한 더 다양한 프로그램 구축해서 해외교류는 확실히 외대다!라는 홍보 제대로 한번 해봤으면 좋겠음.
특히 연고대 뿐만 아니라 요즘 경희대애들도 지들이 국외교류 활성화 1위라는니 어쩌구 하는데 외대는 확실히 외대다운 부분에서 앞선다는거 확실히 보여쥐야될것 같아

특히 학부 레벌 뿐만 아니라, 대학원, 특히 석사 레벨에서 해외 학교들이랑 적극적으로 교류 협력 추진도 진지하게 검토해보면 좋겠는게, 외국 학생들 중에서 학사 끝나고 해외생활 경험, 특히 한국에 관심 있다면 한국으로 석사 오는 경우도 없지는 않고, 이런 수요도 학교측에서 좀 더 적극적이고 과감하게 공략했으면 좋겠어.",22,"['ㅇㄱㄹㅇ 학생때 학교 포스터에 hufs league 나와있는 거 보고 기대했는데 들어와서 실망함... 그 안에 지금은 교환학생 안 되는 듯한 학교도 있었고ㅠㅜ', '나중에 한번 건의드려봐야겠다 좋은 글 써줘서 고마워!', '유럽권이나 아시아권은 협정대학 좋은데 진짜 많던데 영미권은 좀 약한듯...', '협정 대학 수만 많고 막상 뚜껑 열어보면 좀 그렇긴함', '미국 교환학생 너무 아쉬움.. 좋은 학교라고 할만한 곳이 없음.', '그나마 젤 좋은 곳이 어딘가요,,?', '컬럼비아 대학교 있으면 진짜 좋겠는데....', '인정...', '일본대학도 좀 구제국대학이랑 교류했으면 좋겠다', '구제국대학이뭐야? 경성제국대같이 유서깊은 일본이 지정한 대학들?', '일제가 제국주의 확장할때 국가획책 엘리트 양성대학으로 대만에 한개 한국에 한개 본토에 8개 대학', '일본도 진짜 좋은 대학 없어', '돈더드니까 지원을 해달란 얘기죠ㅠㅠㅠ', '그래도 조금씩 늘려가는 듯해 그거는 나 1학년때랑 비교하면(화석쓰)']"
내가 생각하는 외대 취업 황금트리,"외고에서 일본어or 중국어 전공(이건 외대 전의 일이니까 있으면 금상첨화지만 없다고 가정)

외대 상경계열 학과로 입학
진로취업센터 통해서 취업분야랑 직무 정하고
가고싶은 산업계열에서 많이 쓰이는 언어(웬만하면 중국어, 아니면 스페인어, 인도네시아어 등) 흥미위주로 이중전공
학교다니는 중간중간에 대외활동 + 인턴까지

이러면 기회는 개 많이 열릴듯...",2,"['상경 입학할 거면 외고 나와야할 필요 있음...?', '일본어나 중국어는 그때 배워놓으면 시간이 ㅈㄴ 절약되니까...', '? 외고생 대부분이 상경계갈듯', '물론 일본어 중국어 비즈니스 회화도 학교 다니면서 딸 시간은 충분하다고 봄... 가성비가 별로라 그렇지', '아니 꼭 외고를 나와야할 필요가 있냐는 뜻이었음', '외고가 상경을 올 이유가 없다는 게 아니라', '외대가 외고 비율 제일 높아서 해본 말이었음', '상경계 애들이 언어 전공할 필요는 솔직히 없다고 봄 아까 어떤 글 댓글에서 봤는데 외대 상경계열 학생들이 버려야 할 마인드가 언어이중이라던데.. 동의함 그래서 이 글 2번은 너무 동떨어진 얘기 같음', '그래서 님 진로는??']"
전세계 코로나확진자,"8000만명 넘어..
집계되지 않은 사람들까지하면 1억명은 그냥 넘을듯
중국아..무슨 짓을 한거니",1,"['할 1억명 찍으면 거의 70명 중에 1명꼴로 코로나라는거 아님? 생각보다 개 심각하네', '확진자수 미국 1위라는걸 보니까 중국의 소행이 확실함']"
중국인 친구 구해요,친구합씨다!!!!!!,0,['저는 한국어를 전공하는 중국 유학생이에요! 서로 언어공부를 도와줄 수 있는 친구를 찾고 싶어요!~']
중국어 같이 공부하실 분 구해요!,!!,0,"['혹시 못찾겠는데 어디에 있나요?ㅜㅜ', '피씨로 도서관사이트에 들어가시면 자료검색-> e learning-> 해커스->hsk 들어가시고 내리시면 hsk5급 김동한쌤 있어요!', '감사합니다!! 저 한번 듣고 결정해볼게요!', '넵! 빨리 시작하고 싶어서 가능한 빨리 결정해주셨으면 좋겠어요!', '도서관 ->자료검색-> 이러닝-> 해커스->중국어->해커스hsk5급 한 권으로 정복 김동한쌤 이게 정확하네요!', '넵 근데 이거 해커스 hsk 5급 교재는 따로 구매해야하는거 맞죠..? 따로 올려주시는 자료말구요!', '네 맞아요!']"
데이터 중국어,"우리 1주차에 올라온 20분짜리? 강의
그건 시험범위 아니라고 하셨지?",0,"['넹', '고마워융💚']"
해외여행 말인데,"다들 유럽여행 한 번씩은 가보라고들 하시잖아,
그런디 나는 베트남도 다녀와보고 일본, 중국도 다녀왔는데 다 별로더라고ㅠㅠ 먹는것도 많이 안맞고, 내가 모르는게 많은 상태에서 간 것도 있어 그런건가 싶어 ㅎㅎ
유럽 가면 앞서 말한 국가들이랑 완전히 다르다 싶을 정도로 만족스러워??
그냥 해외여행 자체가 나랑 안맞는건지 잘 분간이 안되네 ㅠㅠ",0,"['어 나랑 똑같네 ㅋㅋㅋ', '청춘대학생활의 꽃인것 처럼 막 엄청 해야하는것처럼 하는데, 막상 다른데 다녀와보니 글쎄 싶더라 ㅋㅋㅋㅋ', '나도 그닥.. 느끼는거 없어 사람마다 다른가보ㅑ', '동질감 느낀다 진짜 ㅋㅋㅋㅋ', '동양취향 서양취향이 달라서그런듯', '그리고 해외여행이란게 잘준비하고 취향에맞는대로 가야지 남들가는거대로 패키지여헹마냥가면 만족도떨어져', '어....그럼 나는 동양......ㅎ', '그냥 여러 나라들 문화 체험하면서 시각을 넓혀가는 거지~ 나도 유럽여행 갔다왔는데 기대보다 실망했던 것도 많았고 좋았던 것도 많았어!', '크흐... 이런 오픈마인드로 놀러다녀야는건가', '다행이다. 나만 이상한 건 줄 알았다. 다 개인차가 있는건가 싶었는데, 확인?할 수 있어서 좋았다 ㅋㅋㅋㅋ 난 그냥 사우스코리아에 특화된 사람이었던건가 ㅎㅎㅎㅎ', '나두 중국은 별루', '나도 유럽 몇번 갔을때 몇군데빼곤 글케 좋은지 몰랐는데 나중에 추억이되고.. ㅈㄴ 그리움', '난 솔직히 한국이 짱이다. 내가 한국에서 자라와서 그런 거일 수도 있는데 편의 시설이라든가 한국이 편함. 근데 외국이 더 좋은 게 하나 있는데 모든 나라가 그렇지는 않지만 보행자를 우선시 하는 문화. 우리나라는 횡단보도에서 차 오면 무조건 차가 먼저 가고 사람이 가는데 외국에서 차가 무조건 기다려주고 사람이 먼저 가는 거 보고 충격 받음. 한국은 진짜 사람 칠 기세로 달려드는데.', '그냥 추억이지여행가지고 뭔 견문이넓어지나 ㅋㅋ 80년대 얘긴듯 유학이나 워홀로 반년이상사는것도아니고', '그냥 젊을때 추억 쌓으러 가는거지 ㅋㅋㅋ ㅈㄴ 개고생해도 나중에는 다 추억이니까', '안녕! 대학생 때 시간 여유있으니깐 먼 곳을 오래 한 번씩 다냐와보라는 의미인것같고, 그게 대중적으로 유럽이라는 거 같아ㅎㅎ나중에 일하면 가까운 해외는 잠깐잠깐 갈 수 있어도 멀리 오래는 힘들 테니까!', '나는 여행갈때마다 한국이 정말 좋다는걸 느껴ㅎㅎ 특히 중국은 기억하고싶지도않아 이탈리아도 별로였어.. 한국이 짱이야']"
[BIOY]해외음악번역 공모전 우승작 추가선정,"[BIOY]해외음악번역 공모전 결과발표-우승작 추가선정

안녕하세요. 해외음악번역 공모전 운영팀입니다.
여러분들의 관심에 힘입어 많은 해외음악 번역작을 영상으로 제작했고, 또 참가분들께서 채널의 성장을 위해 많은 노력을 기울여 주셨습니다.
따라서, 감사한 마음과 함께 우승작품을 추가로 더 선정하게 되었습니다.

기존 1등 1명, 2등 1명, 3등 1명에서 => 1등 1명, 2등 2명, 3등 2명으로
우승 상품 지급 인원을 2명 더 늘렸습니다.

1등 루마니아어과 이지수 학우 https://www.youtube.com/watch?v=Wu4FZnynlKc

2등 네덜란드어과 박은혜 학우 https://www.youtube.com/watch?v=6upWwpE2k4Y
2등 스페인어통번역학과 금지영 학우 https://www.youtube.com/watch?v=9eFEzjWrxMU

3등 스페인어통번역학과 강주영 학우 https://www.youtube.com/watch?v=MuvsUyojzTU
3등 중국어통번역학과 장유진 학우 https://www.youtube.com/watch?v=N_ZGHhsRyPk

우승 상품은 공지된 내용과 같습니다. 참가 상품은 던킨도너츠 먼치킨 기프티콘으로 결정되었습니다. 상품은 구글 폼 설문조사지 응답을 참고해 전달해드립니다. 그러므로 아직 작성하지 않으신 분들께서는 메일과 문자로 발송해드렸으니 확인 후 꼭 작성 부탁드립니다!

공모전이 끝난 뒤에도 채널의 영상들은 삭제되지 않습니다. 또한 이후로는 공모전의 형식에서 벗어나, 자율적으로 학우분들의 번역을 받아 계속해서 유튜브 채널을 운영하려 합니다. 관심있으신 분들께서는 010-2950-0052 이 번호로 연락주시면 됩니다.

또한 기존에 업로드된 영상들 중 오타나 폰트가 깨지지 않았는지 철저히 확인하여 다시 업로드할 것입니다. 동시에, 영상들의 퀄리티도 한 층 더 높이려 합니다. 이 부분은 저희 운영팀의 실수가 있었다고 판단되기 때문에, 수정이 필요한 영상의 참가자분들께 1월 중으로 직접 연락드릴 것입니다.

<피드백에 대해>
누락된 글자가 있어요 & 자막에 오타가 있어요 & 영상의 퀄리티가 기대이하에요
=> 방학 중으로 기존에 업로드된 영상들에 오류가 있는지 확인하고 다시 편집하여 업로드할 것입니다. 동시에 퀄리티가 낮은 영상들도 다시 편집하려 합니다! 편집에 있어서의 역량이 기대에 미치지 못했던 점 죄송하게 생각합니다. 그러나 앞으로 더 기대해주시면 감사하겠습니다 😊

썸네일의 디자인이 투박해요
=> 썸네일도 영상들처럼 방학 중으로 더 나은 디자인을 고안해보도록 하겠습니다. 의견 감사합니다 😊

번역자가 노래에 대해 전달하고 싶은 말을 쓸 수 있었으면 좋겠어요
=> 다음 업로드부터 적극적으로 반영하도록 하겠습니다! 좋은 의견 감사합니다 😊

다른 평가 기준이 있었으면 좋겠어요
=> 기획 초기 평가기준에서는 누가 더 뛰어난 번역을 써냈는지를 판단하려 했으나, 언어가 여러 개이기 때문에 불가능하다고 판단하였습니다. 대신, 현재의 평가기준을 통해 유튜브 채널이 빠르게 성장할수록 더 많은 학우들이 영상을 볼 수 있으므로, 둘 중 교육적 가치가 높은 방법을 선택하게 되었습니다. 의견 감사합니다 😊

업로드의 순서가 달라 불공정해요
=> 업로드의 순서를 번역본을 받은 선착순으로 진행했습니다. 같은 시간에 모든 영상을 올릴 수도 있었으나, 다음과 같은 이유가 있었습니다.
1. 업로드 순서에 따라 조회수는 일찍이 차이가 납니다. 늦게 업로드되는 영상의 지원자는 그 차이를 따라잡기 위해 영상의 홍보에 더 많은 노력을 투자할 것입니다. 이는 전체적인 채널 조회수와 채널 성장에 큰 도움이 됩니다.
2. 영상 제작에 많은 시간이 투자됩니다. 만약 시험기간이 시작되는 참여접수의 마지막 날에 영상제작량이 몰릴 경우, 더욱 부담이 클 것입니다. 조금 더 이른 참여자들의 지원을 유도하기 위해 이러한 결정을 내렸습니다.
3. 마지막으로, 영상의 순서에 따라 반드시 조회수의 급격한 차이가 있지는 않다는 것을 확인했습니다. 또한 우승작 중 두개의 영상이 다른 것들 보다 늦은 시간에 업로드가 되었습니다.
그러나 우승작의 결정이 번역이 우수성이 아닌 인맥과 연결될 수 있다는 점에서 불공정성을 인식하고 있습니다. 앞으로는 회의를 거쳐 더 공정한 방안을 찾아보도록 하겠습니다. 의견 감사합니다 😊

이 외 다른 의견들도 모두 철저히 검토하겠습니다. 프로그램을 진행하며 미숙한 점을 많이 보였습니다. 다음에는 더 발전된 모습을 약속하겠습니다. 그럼에도 많은 관심 가져주셔서 진심으로 감사합니다.",2,[]
중국 유학가본 애들,홍채 인식 시스템 민간에 활성화 되어 있어?,0,['홍채는 ㄴ 얼굴은 개많음']
데이터중국어,"홍현지 교수님 수업질문이요
이북이라 너무불편한데 공부어떻게하시나요? ㅠ
복사는안되는거죠..
공책에 받아쓰기랑 필기가 최선인가요??",0,"['전 문장부분 세로로 잘라서 캡쳐해서 피피티 가로로 한페이지에 이미지 4개씩 이어붙였어요... 그리고 아이패드로 봤어요! 출력도 했는데 4개씩 양면 하면 장수 그렇게 많지는 않아요', '감사합니다 ㅠㅠ', '저는 캡쳐하면 화질 완전깨지던데 괜찮으신가요..? ㅠㅠ', '저는 괜찮았어요..! 노트북으로 했슴다', '공부어떻게하고있어요..? 양 미쳤어.. 🥲', '그냥 반포기에요 ㅠㅠ 종이책아니라 진짜 2배는힘듬', '아 제말이.. 진짜 책 너무 불편해요.. 지금 아무리 공부해도 다시보묜 첨보는느낌 .. ㅠㅠ😭😭😭😭😭']"
중국어 전공 친구들아 hsk6급 난이도가 어느정도돼?,중국어 자격증 중에서는 끝판왕이라고 할수 있나?,0,"['어 머ㅓ 그렇지..? 듣기 읽기에서 압살이야', 'ㅇㅈ', 'ㅇㅈㅋㅋㅋㅋㅋㅋㅋ', '글고 따는 거만큼 점수도 중요하자나ㅜ', '초5면 아직 구 HSK인데? ?ㅋㅋㅋㅋ구라', '구 hsk는 쉬워요...', '나 신hsk5급 중3때 땄는데 만료돼서 다시 봤는데 떨어짐 ㅅㅂ ㅋㅋㅋㅋ 내 자신... 중학생때보다도 못해']"
방학 중국어공부,"같이 공부하실 분 찾아요!
도서관 사이트에 있는 무료 hsk5급으로 공부하고 있습니다
개인적으로 김동한쌤 잘가르치시는 것 같아요

같은 강의, 교재로 공부하실 분이면 좋겠어요

매일 같은 교재로 진도 맞춰서 단어, 문법, 문제풀이 인증할 생각입니다! 자세한 건 함께 정하면 될 것 같아요!

도서관 사이트 해커스 hsk5급 김동한쌤 인강 들어보시고 괜찮으신 분 쪽지 주세요!",0,"['저 들어보고 쪽지드릴게요!', '넵! 저는 쓰기 부분 듣고있는데 정말 잘가르치십니다', '혹시 생각해보셨나요??', '저도 들어보고 30일 전으로 쪽지 드려도 될까요!', '네네 근데 최대한 빨리 알려주시면 감사하겠습니다!', '듣고싶은데 학교에서 좀 멀리 살아서 흑 ...', '엥 도서관사이트에 인강 말하는건데요?']"
데이터중국어,퀴즈 많이 어렵나 ㅠㅠㅠ.,0,"['ㄴㄴ 존쉽', '존쉽이 어느정도 ..? 6급 정도면 괜찮아 ???', '6급이면 걍 발로 풀음 문제자체는 엄청 쉬워 한 문제당 몇초만 주시는거 보면 각나오잖아', 'ㅋㅋㅋㅋㅋㅋ ㅠㅠㅠ 고마워 ,, 그래도 혹시 몰라서 ,, 고맙다잉', '엥.. 개쉬운데 시간부족으로 다 못풀음.. ㅈㄴ정신없다..', '나도 일단 다 풀고 남는 시간에 애매했던거 다시봄 ㅋㅋㅋ ㅠ 이런 식이구나', '나도,,, 여유롭게 풀다가 ㅈ망', '2분이 이렇게 빨랐니;', '그냥 책 외우는게 편하겠단', '익4야 다 풀긴핶어? 난 마지막문제 클ㄹㅣㄱ하려는 순간 알아서 제출됨;; 하ㅠㅠ', '나 개망햄^^ 거릐 못 풀었음 시간 그렇게 빠른줄 모르고']"
이야...우리나라 백신 2그룹,"2그룹-한국 방글라데시 베트남 미얀마 라오스 캄보디아 필리핀
1그룹-일본 중국 호주 싱가폴

참고로 백신 접종 가능 시기에 따라 분류

이야....가끔 커뮤에서 방글라데시로 드립치는 사람 많던데 우리 같은 팀이였어",2,"['“Not Developed Country”', '어울려~', '근데 2그룹은 아니잖아?ㅋㅋㅋ gdp 차이도 ㅈㄴ큰데']"
중언문 학우들아 아는 동생이 중언문 붙었는데,"학점 잘 받기 위해서 지금부터 중국어 공부하는 거 추천해?
아예 중국어 하나도 모르는 정도는 아닌데 외대 언어과라 미리 공부해야 되나 싶나 봐 재학생으로서 경험한 거 토대로 조언해주라 고마워~~!",0,"['14학번인데 이게 정답. 마음놓고오던지, 이를갈고와야할듯. 전 마음 놓고왔습니다', '하는 게 신상에 좋을듯', '네 그리고 회화 수업은 비추입니다.. 초중은 3학점인가 그래서 1학년들 많이 듣고 열심히 하면 다 학점 잘 나올수 있는데 초중회 이런건ㅠㅠ 다들 중국어를 잘해요ㅜ', '초급자 없는 초급중국어ㅎㅎ..', '무조건 하는게 개이득임', '미리 하고 오는거 완전 추천!잘 하는 학우분들이 많은건 둘째치고 처음 배우신 분들도 다들 엄청 열심히 하시기 때문에 미리 배우고 오는게 도움 많이 될거라고 생각해요', '방학 때 3급 정도만 하고 와도 따라가기 수월해요 꼭 하고 오세요 회화 수업은 절평 아니면 피하고...', '그리고 진짜 평 잘 봐서 수강신청하세요 교수님만 잘 만나도 중국어 흥미도가 달라져요']"
데이터 중국어 계절,"듣는 학우들아
우리 그 수시평가 수업 시작하자마자 보는거야 ?
수업 듣긴 했는데 빡대갈이라 이해 못함",0,"['오 감사합니다', '난 1시에 시작하는줄 댓글보니 12시인가봐.. 와우', '그니까 뭔가 수업 끝나고 시험 보신다고 하는데 헷갈렸음', '53분짜리 중간중간 필기 받아적고 하면 한시간 넘게 걸리던데 ,, 12시에 보면 ㅠ 내일은 빨리 들어야겠다..', '내말ㅇㅇㅇ 수업 같이 화이팅하자', '화이팅~~']"
현대중국정치 최은경 교수님 메일 답장 잘해주시나요?,기말성적 궁금해서 메일보내보려하는데,0,"['읽고 답장 안하시고 계십니다', '답장 왔음?']"
현대중국정치의 이해 에이쁠 받은분 계세요?ㅋㅋㅋ,"전 에제받았는데.. 교수님 칼같이 구분해서 주셨나보네요ㅠㅠ
중간고사 총합해서 몇점정도였나요?ㅠㅠㅠㅠㅠ",0,"['저는 중간 40이요..!', '헉 전 중간 40.5였는뎈ㅋㅋㅋㅋㅋ제가 기말을 못봤나보네요^^...', '저는 중간 41.5였고 에이쁠이요']"
현대중국정치의 이해 점수,0 받았다 ㅠ 아쉬웡 ㅠ,0,"['나도..', '중간고사 몇점이었어..? 쓴이는..?', '39.5인가??그랬어', '나도 39.5 였네', '나도ㅠㅠ', '최은경 교수님거? 뭐 받았어? ㅠ']"
중국예술작품감상 시험,계절학기로 듣고있는데 시험 어떤가요? 자료 그대로 나오나요? ㅠ,0,"['ㅇㅇㅂ 교수님?.', '웅웅 !', '교재 올려주신거 그대로 나와! 이번에도 오픈북 시험이야? 어디에 위치하는지만 잘체크 해놔', '수업이 비대면이라서 아마 오픈북이지 않을까 싶어!ㅎㅎ 고마웡', '어떤내용이 어디에 있는지 알면 다맞을수있음']"
따끈따끈하다가 중국어로 뭐야 ??,제곧내,0,"['또끈또끈하다해~', 'zzzzz', '르어르어후후~~', '이거 맞죠..?', '大根大根~', 'ㅋㅋㅋㅋㅁㅊ', 'ㅁ쳤네 ㅋㅋㅋㅋㅋ', '暖暖的']"
중국 대중매체 연구 기말레포트,혹시 정해진 형식이 있나요? 아니면 분량이나요,0,[]
데이터 중국어 계절로듣는데,퀴즈는 쉬운가요? 1분 3분 이런다니까 괜히 엄청 떨리네요.. 복습만 잘하면 풀수있겠죠 ㅋㅋㅋ.. 하 떨린다 중국어 잘 못해서 엄청 걱정 ㅜ,0,"['쉬워요', '객관식이면 그냥 다 고르는 문제만 있는거죠?ㅠ 감사함다']"
중국대중매체연구,ㅅㅂ 애들도 아니고 걍 아무거나 발표하지 ㅈㄴ 질질 끄네 걍 시키는 거 아무거나 좀 해라,0,"['ㅋㅋ 배고팡', '개빡친다 진짜 걍 아무거나 좀 하지']"
몰라 외국어로???,"저번에 동생이랑 얘기하는데
한국어로는 ‘몰라’라는 단어가 있잖아요
그런데 영어 중국어 일본어(저희 둘이 아는 언어 총집합)로는

I do ‘not’ know
“不”知道。
知ら“ない” 혹은 分から”ない”
해서 모두 ‘알다’에 부정형이 붙잖아요??

영어는 unaware of sth, unconscious of sth 마저 부정형이고..
우리나라만 ‘모른다’라는 뜻의 부정형 없는 동사가 있는 건가요!?? 다른 언어도 궁금해요!!",0,"['아랍어도 그랭', '라 아으리프아냐? 알다 부정이잖아', '감사합니다!!!!', '스페인어도 알다에 부정형 붙어요 no sé', '감사해요!!!!', '마인어 kurang tahu해서 알다 앞에 부정형 붙어요!', '답변 감사합니다!!', '오 이거 재미있네요', '그쵸!! ㅎㅎ 모르다도 알다의 부정형이라고 하네요.. 아래 익명8님 댓글 봐주시면 좋을 것 같아요!', ""원래 한국어의 '모르다'도 '몯(못)+알다'에서 온 말이래요. 중세국어만 보면 애매한데 옛날 신라시대 향가중에 <제망매가>에서 '毛冬乎丁'라고 '모ㄷ-'가 섞여있는 걸 보면 개연성이 높다고 하네요"", '앗 저두 궁금해서 찾아보다가 논문 보구 해당 내용 확인했어요! 제망매가는 확인을 못 해봤는데 한 번 다시 읽어봐야겠네요 ㅎㅎ 정보 감사합니다!!']"
중국어문화학,캠퍼스 서울이에요 글로벌이에요??,0,['서울!']
중국산 백신 도입하려고 빌드업 하는건가,역겨운 친중정부,5,"['슬슬 밑밥까네', '진짜 국민들 생각은 안중에도 없는듯', '아 제발 씹...', '아 중국꺼 맞기 싫다고요~', '???: 훠훠훠 중국몽 함께 하겠습니다']"
중국현당대사와문화 ㄱㅇㅁ 교수님,"뭐나옴?
문학사 말고",0,"['에플', '와...부럽다 혹시 몇점인지는 모르지', '나 진짜 열시미 햇는데 비쁠나옴 이해안감', '동지 ㅎㅇ.... 근데 나 메일 보내봤는데 5점 단위 컷하시나봐', '그럼 85점이야?', '나 89인데 비쁠나옴 ㅎㅎ...', '95이상 에쁠 90이상 에제 85 이상 비쁠 이런식', '칼같이 나누셨네 1점차이라 넘 아쉽겠다ㅠㅠ 그래도 이번학기 고생했어..', '고마웡 🥺 뭐 그래도 수업은 편하게 들었으니까,,, 아쉽긴 하지만 긍정회로 돌려야지']"
중국어 고수분들 질문드립니다 ㅠㅠ,인강 들으면서 푼 문제인데 이 문제에서 着가 오는 위치가 동사 坐와 전치사在 사이에 동태조사가 올 수 없어서 A가 답이 아니고 두번째 동사뒤인 C라고 강사가 설명하던데 연동문의 두번째 동사뒤에는 着가 못오지 않나요..? 헷갈리네요ㅠㅠㅠ,0,"[""연동문 두번째동사뒤에 着가 못온다는얘기는 처음들어보는거라 잘모르겠지만... 의미상으로 봤을때 앉아있는건 '상태'이고 노래부르고있는건 동작의 '진행'이라서 ~하고있다는 뜻의 着가 C위치에 들어가야하는거 아닐까요?"", '만약 앉아있다는 상태를 着진행형으로 쓰고싶으면 在教室的椅子上坐着 이렇게 써야해요!', '보충설명까지 감사합니다 ㅠㅠ 문법책에 대개 着는 첫번째 동사뒤에오고 了랑过는 두번째 동사뒤에 온다고 해서 헷갈렸는데 예외가 있는것 같네요!', '외영직이용', '네 ㅎㅎ 전공은 어문이 아니에요ㅠ']"
교양외국어 재수강,과목 추천 좀... 그래도 일본어 중국어가 무난한가? ㅜㅜ,0,"['오... 썰릴걸....?', '스페인어 추천해요', '중국어 ㄱㄱ', '그냥 영어..', '영어대에요', '스페인어 많이 하던데 독일어는 하지마셈 나 아무것도 모르고 독일어했다가 지옥이었음', '스와힐리어ㄱㄱㄱㄱ', '지금 속이시는 거 아니죠?', '아뇨 저 올해 1년 들었어요..', '감사합니당 ㅎㅎㅎ 믿을게요', '진짜 성적 잘받기 개좋음']"
중국현당대문학사,나만 못본거야...? 아 왜.. 진짜 우울하다,0,"['몇 점인데??', '비쁠 왜 비쁠인지 모르겠어 그렇게 시험 못봤나...', '시험문제 쉬워서 다 잘본거 아님..?', '난 비쁠이야 진짜 우울해', '작년 중문이 강평 봐봐.. 교수님 원래 점수 그렇게 주심ㅠ', '친구야 쪽지보낼테니까 봐줘 !! ㅠㅠ', 'ㄱㅇㅁ 교수님', '혹시 메일 보내볼거야?', '웅 ..', '흐앙 나도 비쁠 ㅠ', '메일보낼거야..?', '혹시 메일 보내봤어??', '에이플인데', '엥 ㄱㅇㅁ 점수 잘주는데 무슨 일', '나도 내가 그렇게 못본건가 싶다 .. 절평인데도 비쁠준거면... 하 이게 뭐라구 눈물 쥬륵 메일보내려고..', '울디마ㅠㅠㅠㅠㅠㅠ 메일 보내봐,, 짜요', '헐 저두 비쁠,,,', '난 시험 다맞은거 같은데도 A ,, ㅋㅋㅋ 다른애들이 진짜 완벽하게 했나봐ㅜ']"
중국인문지리 시험 & 수업 어떤가요??,계절로 들을예정이라서요 !,0,[]
중국사회문화이해 수업 어떤가요?,수업이나 시험 할만한가요?,0,"['개꿀강 ㅜ', '12수업이라 고민중인데 드랍하지말까요?? 꿀강은 들어야하는게 맞겠죠..', '근데 실강이라 12수업이면 힘들긴할 것 같음 ㅜ 그치만 모든 면에서 꿀강인 수업', '방학 열심히 보내봐야겠어요 감사합니당!', '실시간이고, 과제 10번 있고(별로 시간 안듦), 시험 예상 문제 알려주심. 중외통 수업 들어본 경험 좀 있으면 그냥 쉽게 가능..', '과제 생각보다 많,,ㄷㄷ 외통에서 꿀강맞는거 같으니까 들어야겠어요 감사합니다!!!']"
오승렬 교수님 중국대외경제관계론,"다들 어느정도 쓰셨나요..?

저 워드로 제출해서 문제문장 제외하고 4-5쪽 채운 것같은데 너무 많아도 감점이라고 하셔서ㅜㅜ 많은 건가해서 여쭤봅니다!",0,"['한 문제당 4~5쪽이요??', '앗아니요! 전체문제 총해서 4-5쪽이요!', '저도 한 문제당 워드 한 쪽 정도 쓴 거 같아영', '이 정도면 괜찮겠죠..?', '저두요ㅠㅠㅠㅠ수업시간에 안한말만 없으면 되는거겠죠??', '저도 4~5쪽..']"
